ncessch,school_name,zip_mailing,city_location,state_location,school_level,enrollment,lowest_grade_offered,highest_grade_offered
340806005372,Kittatinny Regional High School,07860,NEWTON,NJ,3,908.0,7.0,12.0
340807005832,Knowlton Township Board of Education,07833,DELAWARE,NJ,1,155.0,-1.0,6.0
340810000242,Lacey Township Middle School,08731,FORKED RIVER,NJ,2,670.0,7.0,8.0
340810004628,Forked River Elementary School,08731,FORKED RIVER,NJ,1,419.0,0.0,4.0
340810004630,Lanoka Harbor Elementary School,08734,LANOKA HARBOR,NJ,1,501.0,0.0,4.0
340810005908,Mill Pond Elementary School,08734,LANOKA HARBOR,NJ,2,704.0,5.0,6.0
340810005935,Lacey Township High School,08734,LANOKA HARBOR,NJ,3,1167.0,9.0,12.0
340810006050,Cedar Creek Elementary School,08734,LANOKA HARBOR,NJ,1,496.0,0.0,4.0
340813005374,Lafayette Township School,07848,LAFAYETTE,NJ,1,196.0,-1.0,8.0
340816004632,Lakehurst Elementary School,08733,LAKEHURST,NJ,1,385.0,-1.0,8.0
340819004818,Lakeland Regional High School,07465,WANAQUE,NJ,3,934.0,9.0,12.0
340822003249,Lakewood Early Childhood Center,08701,LAKEWOOD,NJ,1,258.0,-1.0,0.0
340822003357,Piner Elementary School,08701,Lakewood,NJ,1,489.0,-1.0,2.0
340822004636,Lakewood High School,08701,LAKEWOOD,NJ,3,1387.0,9.0,12.0
340822004638,Clifton Ave Grade School,08701,LAKEWOOD,NJ,1,614.0,2.0,5.0
340822004640,Ella G Clarke Elementary School,08701,LAKEWOOD,NJ,1,316.0,2.0,5.0
340822004642,Lakewood Middle School,08701,LAKEWOOD,NJ,2,1290.0,6.0,8.0
340822004646,Spruce Street Elementary School,08701,LAKEWOOD,NJ,1,509.0,-1.0,1.0
340822005981,Oak Street Elem School,08701,LAKEWOOD,NJ,1,767.0,0.0,5.0
340828001566,Laurel Springs School,08021,LAUREL SPRINGS,NJ,1,179.0,-1.0,6.0
340831004648,Lavallette Elementary School,08735,Lavallette,NJ,1,150.0,0.0,8.0
340834001572,Lawnside School,08045,LAWNSIDE,NJ,1,306.0,-1.0,8.0
340837001856,Myron L. Powell Elementary School,08311,CEDARVILLE,NJ,1,512.0,-1.0,8.0
340840003152,Lawrence High School,08648,LAWRENCEVILLE,NJ,3,1177.0,9.0,12.0
340840003154,Lawrence Middle School,08648,LAWRENCEVILLE,NJ,2,622.0,7.0,8.0
340840003156,Ben Franklin Elementary,08648,LAWRENCEVILLE,NJ,1,390.0,-1.0,3.0
340840003160,Lawrence Intermediate School,08648,LAWRENCEVILLE,NJ,2,816.0,4.0,6.0
340840003162,Lawrenceville Elementary School,08648,LAWRENCEVILLE,NJ,1,322.0,-1.0,3.0
340840003164,Slackwood Elementary School,08648,LAWRENCEVILLE,NJ,1,256.0,-1.0,3.0
340840006069,Eldridge Park School,08648,LAWRENCEVILLE,NJ,1,228.0,-1.0,3.0
340843003012,Lebanon Borough School,08833,LEBANON,NJ,1,97.0,-1.0,6.0
340846003016,Woodglen School,07830,CALIFON,NJ,2,325.0,5.0,8.0
340846003018,Valley View School,07830,CALIFON,NJ,1,305.0,-1.0,4.0
340849000701,Seneca High School,08088,TABERNACLE,NJ,3,1099.0,9.0,12.0
340849001092,Cherokee High School,08053,MARLTON,NJ,3,2178.0,9.0,12.0
340849001094,Lenape High School,08055,MEDFORD,NJ,3,1947.0,9.0,12.0
340849001096,Shawnee High School,08055,MEDFORD,NJ,3,1583.0,9.0,12.0
340850005378,Lenape Valley Regional High School,07874,STANHOPE,NJ,3,649.0,9.0,12.0
340852000534,Leonia High School,07605,Leonia,NJ,3,792.0,9.0,12.0
340852000536,Leonia Middle School,07605,Leonia,NJ,2,522.0,6.0,8.0
340852000538,Anna C. Scott Elementary School,07605,Leonia,NJ,1,720.0,-1.0,5.0
340858004294,Lincoln Park Elementary School,07035,LINCOLN PARK,NJ,1,505.0,-1.0,4.0
340858004296,Lincoln Park Middle School,07035,LINCOLN PARK,NJ,2,408.0,5.0,8.0
340861005556,Linden High School,07036,LINDEN,NJ,3,1751.0,9.0,12.0
340861005558,Myles J. McManus MIddle School,07036,LINDEN,NJ,2,677.0,6.0,8.0
340861005560,Joseph E. Soehl Middle School,07036,LINDEN,NJ,2,711.0,6.0,8.0
340861005562,Number 1,07036,LINDEN,NJ,1,439.0,-1.0,5.0
340861005564,Number 2,07036,LINDEN,NJ,1,659.0,-1.0,5.0
340861005570,Number 4,07036,LINDEN,NJ,1,425.0,-1.0,5.0
340861005572,Number 5,07036,LINDEN,NJ,1,306.0,-1.0,5.0
340861005574,Number 6,07036,LINDEN,NJ,1,329.0,-1.0,5.0
340861005578,Number 8,07036,LINDEN,NJ,1,343.0,-1.0,5.0
340861005580,Number 9,07036,LINDEN,NJ,1,333.0,-1.0,5.0
340861005582,Number 10,07036,LINDEN,NJ,1,258.0,-1.0,5.0
340864000429,Lindenwold High School,08021,Lindenwold,NJ,3,621.0,9.0,12.0
340864000431,Lindenwold Middle School,08021,LINDENWOLD,NJ,2,924.0,5.0,8.0
340864001578,Lindenwold School Four,08021,LINDENWOLD,NJ,1,647.0,0.0,4.0
340864001580,Lindenwold School Five,08021,LINDENWOLD,NJ,1,589.0,0.0,4.0
340864003271,Lindenwold Preschool Building,08021,Lindenwold,NJ,0,186.0,-1.0,-1.0
340867000144,Belhaven Middle School,08221,LINWOOD,NJ,2,383.0,5.0,8.0
340867000150,Seaview Elementary School,08221,LINWOOD,NJ,1,438.0,-1.0,4.0
340870003199,Robert C. Wood Sr Early Childhood Center,08087,Little Egg Harbor,NJ,0,343.0,-1.0,-1.0
340870004650,George J. Mitchell Elementary School,08087,LITTLE EGG HARBOR,NJ,1,537.0,0.0,2.0
340870006051,Frog Pond Elementary School,08087,LITTLE EGG HARBOR,NJ,1,734.0,3.0,6.0
340873000525,Little Falls Township Public School # 3,07424,LITTLE FALLS,NJ,1,177.0,3.0,4.0
340873004822,Little Falls Township Public School # 1,07424,LITTLE FALLS,NJ,2,390.0,5.0,8.0
340873004824,Little Falls Township Public School # 2,07424,LITTLE FALLS,NJ,1,323.0,-1.0,2.0
340876000542,Memorial Elementary School,07643,LITTLE FERRY,NJ,2,391.0,5.0,8.0
340876000544,Washington Elementary School,07643,LITTLE FERRY,NJ,1,473.0,-1.0,4.0
340879003898,Markham Place School,07739,LITTLE SILVER,NJ,2,392.0,5.0,8.0
340879003900,Point Road School,07739,LITTLE SILVER,NJ,1,439.0,-1.0,4.0
340882002126,Livingston High School,07039,LIVINGSTON,NJ,3,1945.0,9.0,12.0
340882002128,Heritage Middle School,07039,LIVINGSTON,NJ,2,1008.0,7.0,8.0
340882002130,Mount Pleasant Middle School,07039,LIVINGSTON,NJ,2,507.0,6.0,6.0
340882002134,Collins Elementary School,07039,LIVINGSTON,NJ,1,462.0,0.0,5.0
340882002136,Harrison Elementary School,07039,LIVINGSTON,NJ,1,449.0,0.0,5.0
340882002138,Hillside Elementary School,07039,LIVINGSTON,NJ,1,397.0,0.0,5.0
340882002140,Mount Pleasant Elementary School,07039,LIVINGSTON,NJ,1,434.0,0.0,5.0
340882002142,Riker Hill Elementary School,07039,LIVINGSTON,NJ,1,400.0,0.0,5.0
340882003461,Monmouth Court Campus,07039,Livingston,NJ,-1,,,
340882006052,Burnet Hill Elementary School,07039,LIVINGSTON,NJ,1,488.0,-1.0,5.0
340885000550,Lodi High School,07644,LODI,NJ,3,875.0,9.0,12.0
340885000552,Columbus School,07644,LODI,NJ,1,232.0,0.0,5.0
340885000554,Hilltop School,07644,LODI,NJ,1,322.0,-1.0,5.0
340885000556,Thomas Jefferson Middle School,07644,LODI,NJ,2,720.0,6.0,8.0
340885000562,Washington School,07644,LODI,NJ,1,349.0,-1.0,5.0
340885000564,Wilson School,07644,LODI,NJ,1,351.0,-1.0,5.0
340885005975,Roosevelt School,07644,LODI,NJ,1,177.0,-1.0,5.0
340888000443,Center Square School,08085,Logan Township,NJ,1,211.0,-1.0,1.0
340888002582,Logan Township Elementary School,08085,Logan Township,NJ,1,372.0,2.0,5.0
340888003231,Logan Middle School,08085,Logan Township,NJ,2,253.0,6.0,8.0
340891004654,Ethel A. Jacobsen Elementary School,08008,SURF CITY,NJ,1,107.0,-1.0,2.0
340891004656,Long Beach Island Grade School,08008,SHIP BOTTOM,NJ,1,116.0,3.0,6.0
340894000333,Joseph M. Ferraina Early Childhood Learning Center,07740,LONG BRANCH,NJ,1,312.0,-1.0,0.0
340894003325,George L Catrambone,07740,Long Branch,NJ,1,889.0,0.0,5.0
340894003904,Long Branch High School,07740,LONG BRANCH,NJ,3,1514.0,9.0,12.0
340894003906,Long Branch Middle School,07740,LONG BRANCH,NJ,2,1192.0,6.0,8.0
340894003908,A A Anastasia Elementary School,07740,LONG BRANCH,NJ,1,581.0,0.0,5.0
340894003912,Morris Avenue Elementry School,07740,LONG BRANCH,NJ,1,378.0,-1.0,0.0
340894003916,Gregory Elementary School,07740,LONG BRANCH,NJ,1,587.0,0.0,5.0
340894003918,Lenna W. Conrow Elementary School,07740,LONG BRANCH,NJ,1,357.0,-1.0,0.0
340900000731,Lopatcong Township Middle School,08865,PHILLIPSBURG,NJ,2,371.0,5.0,8.0
340900005840,Lopatcong Elementary School,08865,PHILLIPSBURG,NJ,1,361.0,-1.0,4.0
340903005034,Lower Alloways Creek Elementary School,08079,SALEM,NJ,1,160.0,-1.0,8.0
340909001720,Lower Cape May Regional High School,08204,CAPE MAY,NJ,3,807.0,9.0,12.0
340909001722,Richard M. Teitelman Middle School,08204,CAPE MAY,NJ,2,483.0,7.0,8.0
340912005064,Pennsville Memorial High School,08070,PENNSVILLE,NJ,3,452.0,9.0,12.0
340912005066,Pennsville Middle School,08070,PENNSVILLE,NJ,2,418.0,6.0,8.0
340912005068,Central Park Elementary School,08070,PENNSVILLE,NJ,1,268.0,2.0,3.0
340912005072,Penn Beach Elementary,08070,PENNSVILLE,NJ,1,308.0,4.0,5.0
340912005076,Valley Park Elementary School,08070,PENNSVILLE,NJ,1,364.0,-1.0,1.0
340915001726,Sandman Consolidated School,08204,CAPE MAY,NJ,2,436.0,5.0,6.0
340915001728,Maud Abrams School,08204,CAPE MAY,NJ,1,384.0,3.0,4.0
340915005909,David C. Douglass Memorial School,08251,VILLAS,NJ,1,337.0,-1.0,0.0
340915006054,Carl T. Mitnick School,08204,CAPE MAY,NJ,1,452.0,1.0,2.0
340918000222,Bobbys Run Elementary School,08048,LUMBERTON,NJ,1,367.0,3.0,5.0
340918000703,Ashbrook Elementary School,08048,LUMBERTON,NJ,-1,,,
340918001098,Florence L. Walther School,08048,LUMBERTON,NJ,1,330.0,-1.0,2.0
340918006092,Lumberton Middle School,08048,LUMBERTON,NJ,2,480.0,6.0,8.0
340921000568,Lyndhurst High School,07071,LYNDHURST,NJ,3,781.0,9.0,12.0
340921000570,Columbus School,07071,LYNDHURST,NJ,1,187.0,-1.0,2.0
340921000572,Franklin School,07071,LYNDHURST,NJ,1,244.0,-1.0,2.0
340921000574,Jefferson School,07071,LYNDHURST,NJ,2,269.0,4.0,8.0
340921000576,Lincoln School,07071,LYNDHURST,NJ,2,256.0,4.0,8.0
340921000580,Roosevelt School,07071,LYNDHURST,NJ,2,445.0,4.0,8.0
340921000582,Washington School,07071,LYNDHURST,NJ,1,200.0,-1.0,2.0
340921003279,Memorial Campus,07071,Lyndhurst,NJ,1,172.0,3.0,3.0
340921003471,Community,07071,Lyndhurst,NJ,0,,-1.0,-1.0
340924004300,Madison High School,07940,MADISON,NJ,3,865.0,9.0,12.0
340924004302,Central Avenue School,07940,MADISON,NJ,1,512.0,-1.0,5.0
340924004304,Kings Road School,07940,MADISON,NJ,1,306.0,0.0,5.0
340924004308,Madison Junior School,07940,MADISON,NJ,2,614.0,6.0,8.0
340924004310,Torey J. Sabatini School,07940,MADISON,NJ,1,302.0,0.0,5.0
340927000195,William A. Miller Elementary School,08857,OLD BRIDGE,NJ,1,316.0,0.0,5.0
340927003496,Old Bridge High School,07747,MATAWAN,NJ,3,2780.0,9.0,12.0
340927003498,Alan B. Shepard Elementary School,08857,OLD BRIDGE,NJ,1,284.0,0.0,5.0
340927003500,Carl Sandburg Middle School,08857,OLD BRIDGE,NJ,2,1021.0,6.0,8.0
340927003502,Cheesequake Elementary School,07747,MATAWAN,NJ,-1,,,
340927003504,James A. McDivitt Elementary School,08857,OLD BRIDGE,NJ,1,522.0,0.0,5.0
340927003508,Jonas Salk Middle School,08857,OLD BRIDGE,NJ,2,928.0,6.0,8.0
340927003510,Leroy Gordon Cooper Elementary School,07735,CLIFFWOOD BEACH,NJ,1,196.0,0.0,5.0
340927003512,Madison Park Elementary School,08859,PARLIN,NJ,1,303.0,0.0,5.0
340927003514,Memorial Elementary School,08879,LAURENCE HARBOR,NJ,1,445.0,0.0,5.0
340927003516,M. Scott Carpenter Elementary School,08857,OLD BRIDGE,NJ,1,260.0,0.0,5.0
340927003518,Raymond E. Voorhees Elementary School,08857,OLD BRIDGE,NJ,1,397.0,0.0,5.0
340927003520,Southwood Elementary School,08857,OLD BRIDGE,NJ,1,415.0,0.0,5.0
340927003522,Virgil I. Grissom Elementary School,08857,OLD BRIDGE,NJ,1,201.0,0.0,5.0
340927003524,Walter M. Schirra Elementary School,08857,OLD BRIDGE,NJ,1,284.0,0.0,5.0
340930001592,Magnolia,08049,MAGNOLIA,NJ,1,403.0,-1.0,8.0
340933000492,Lenape Meadows,07430,MAHWAH,NJ,1,374.0,-1.0,3.0
340933000586,Mahwah High School,07430,MAHWAH,NJ,3,915.0,9.0,12.0
340933000588,Betsy Ross Elementary,07430,MAHWAH,NJ,1,243.0,0.0,3.0
340933000592,Joyce Kilmer School,07430,MAHWAH,NJ,1,399.0,4.0,5.0
340933000594,Ramapo Ridge,07430,MAHWAH,NJ,2,713.0,6.0,8.0
340933000596,George Washington School,07430,MAHWAH,NJ,1,203.0,0.0,3.0
340936000158,Mainland Regional High School,08221,LINWOOD,NJ,3,1239.0,9.0,12.0
340939000029,Manalapan-Englishtown Middle School,07726,Manalapan,NJ,2,1227.0,7.0,8.0
340939000453,Wemrock Brook School,07726,MANALAPAN,NJ,1,626.0,1.0,5.0
340939002941,John I. Dawes Early Learning Center,07726,MANALAPAN,NJ,1,365.0,-1.0,0.0
340939003926,Clark Mills School,07726,MANALAPAN,NJ,1,491.0,0.0,5.0
340939003928,Lafayette Mills School,07726,Manalapan,NJ,1,489.0,1.0,5.0
340939003930,Milford Brook School,07726,Manalapan,NJ,1,523.0,0.0,5.0
340939003932,Pine Brook School,07726,Manalapan,NJ,2,563.0,6.0,6.0
340939003936,Taylor Mills School,07726,Manalapan,NJ,1,600.0,0.0,6.0
340942003940,Manasquan High School,08736,Manasquan,NJ,3,960.0,9.0,12.0
340942003942,Manasquan Elementary School,08736,Manasquan,NJ,1,524.0,-1.0,8.0
340945000031,Manchester Township Elementary School,08733,MANCHESTER,NJ,1,537.0,0.0,5.0
340945004660,Manchester Township High School,08759,MANCHESTER,NJ,3,1013.0,9.0,12.0
340945004662,Ridgeway Elementary School,08759,MANCHESTER,NJ,1,442.0,-1.0,5.0
340945004664,Whiting Elementary School,08759,WHITING,NJ,1,243.0,-1.0,5.0
340945005967,Manchester Township Middle School,08759,MANCHESTER,NJ,2,691.0,6.0,8.0
340945005983,Manchester Regional Day School,08527,JACKSON,NJ,4,61.0,-1.0,12.0
340948005036,Mannington Township Elementary School,08079,SALEM,NJ,1,194.0,-1.0,8.0
340951000704,Mansfield Township Elementary School,08022,COLUMBUS,NJ,1,315.0,3.0,6.0
340951001100,John Hydock Elementary School,08022,COLUMBUS,NJ,1,229.0,-1.0,2.0
340954005842,Mansfield Township Elementary,07865,PORT MURRAY,NJ,1,586.0,-1.0,6.0
340955005844,North Warren Regional School,07825,BLAIRSTOWN,NJ,3,752.0,7.0,12.0
340960002586,Centre City Elementary School,08051,MANTUA,NJ,1,448.0,1.0,3.0
340960002588,J. Mason Tomlin Elementary School,08051,MANTUA,NJ,2,519.0,4.0,6.0
340960002590,Sewell Elementary School,08080,SEWELL,NJ,1,296.0,-1.0,0.0
340963000175,Roosevelt School,08835,Manville,NJ,1,228.0,3.0,4.0
340963005238,Manville High School,08835,Manville,NJ,3,447.0,9.0,12.0
340963005240,Alexander Batcho Intermediate School,08835,Manville,NJ,2,494.0,5.0,8.0
340963005244,Weston Elementary School,08835,MANVILLE,NJ,1,411.0,-1.0,2.0
340966001104,Maple Shade High School,08052,MAPLE SHADE,NJ,3,917.0,7.0,12.0
340966001106,Maude M. Wilkins Elementary School,08052,MAPLE SHADE,NJ,1,429.0,3.0,4.0
340966001108,Howard R. Yocum Elementary School,08052,MAPLE SHADE,NJ,1,593.0,0.0,2.0
340966001110,Ralph J. Steinhauer Elementary School,08052,MAPLE SHADE,NJ,2,407.0,5.0,6.0
340969000162,Eugene A. Tighe Middle School,08402,MARGATE,NJ,2,184.0,5.0,8.0
340969000393,William H. Ross III School,08402,MARGATE,NJ,1,176.0,-1.0,4.0
340972000454,David C Abbott Early Learning Center,07751,MORGANVILLE,NJ,1,197.0,-1.0,0.0
340972000515,Marlboro Memorial Middle School,07751,MORGANVILLE,NJ,2,845.0,6.0,8.0
340972003946,Frank Defino Central Elementary School,07746,MARLBORO,NJ,1,527.0,0.0,5.0
340972003948,Marlboro Elementary School,07746,MARLBORO,NJ,1,497.0,0.0,5.0
340972003950,Marlboro Middle School,07746,MARLBORO,NJ,2,1058.0,6.0,8.0
340972003952,Robertsville Elementary School,07751,MORGANVILLE,NJ,1,476.0,1.0,5.0
340972003954,Asher Holmes Elementary School,07751,MORGANVILLE,NJ,1,497.0,1.0,5.0
340972006030,Frank J. Dugan Elementary School,07746,MARLBORO,NJ,1,642.0,0.0,5.0
340975000723,Cambridge Park Elementary School,07747,Aberdeen,NJ,0,136.0,-1.0,-1.0
340975003958,Matawan Regional High School,07747,ABERDEEN,NJ,3,1116.0,9.0,12.0
340975003960,Lloyd Road Elementary School,07747,ABERDEEN,NJ,1,592.0,4.0,5.0
340975003962,Matawan-Aberdeen Middle School,07721,CLIFFWOOD,NJ,2,903.0,6.0,8.0
340975003968,Cliffwood Elementary School,07721,CLIFFWOOD,NJ,1,332.0,-1.0,3.0
340975003970,Ravine Drive Elementary School,07747,MATAWAN,NJ,1,342.0,0.0,3.0
340975003972,Strathmore Elementary School,07747,ABERDEEN,NJ,1,410.0,0.0,3.0
340978001862,Maurice River Township School,08348,PORT ELIZABETH,NJ,1,419.0,-1.0,8.0
340981000602,Maywood Avenue School,07607,MAYWOOD,NJ,2,552.0,4.0,8.0
340981000604,Memorial School,07607,MAYWOOD,NJ,1,423.0,-1.0,3.0
340984001114,Neeta School,08055,Medford Lakes,NJ,2,361.0,3.0,8.0
340984001116,Nokomis School,08055,Medford Lakes,NJ,1,166.0,-1.0,2.0
340987000540,Kirbys Mill Elementary School,08055,MEDFORD,NJ,1,329.0,-1.0,5.0
340987001120,Cranberry Pines Elementary,08055,MEDFORD,NJ,1,395.0,0.0,5.0
340987001122,Haines Sixth Grade Center,08055,MEDFORD,NJ,2,317.0,6.0,6.0
340987001124,Medford Memorial Middle School,08055,MEDFORD,NJ,2,639.0,7.0,8.0
340987001126,Milton H. Allen Elementary School,08055,MEDFORD,NJ,1,340.0,0.0,5.0
340987001128,Taunton Forge Elementary School,08055,MEDFORD,NJ,1,276.0,0.0,5.0
340987006113,Chairville Elementary School,08055,MEDFORD,NJ,1,359.0,0.0,5.0
340990004314,Hilltop School,07945,MENDHAM,NJ,1,249.0,-1.0,4.0
340990004316,Mountain View School,07945,MENDHAM,NJ,2,239.0,5.0,8.0
340993004320,Mendham Township Elementary School,07926,BROOKSIDE,NJ,1,398.0,-1.0,4.0
340993004322,Mendham Township Middle School,07926,BROOKSIDE,NJ,2,325.0,5.0,8.0
340995003174,MCVS Assunpink Center,08690,TRENTON,NJ,3,71.0,9.0,12.0
340995003178,MCVS Arthur R. Sypek Center,08534,PENNINGTON,NJ,3,20.0,10.0,12.0
340995003409,Mercer County Technical School Health Sciences Academy,08690,Trenton,NJ,3,96.0,9.0,12.0
340995003410,Mercer County Technical School Culinary Arts Academy,08534,Pennington,NJ,3,61.0,9.0,12.0
340995003415,Mercer County Technical School STEM Academy,08534,Pennington,NJ,3,108.0,9.0,12.0
340996001594,Merchantville Elementary School,08109,MERCHANTVILLE,NJ,1,430.0,-1.0,8.0
340999003392,Metuchen High School,08840,METUCHEN,NJ,3,729.0,9.0,12.0
340999003394,Campbell Elementary School,08840,METUCHEN,NJ,1,702.0,0.0,4.0
340999003396,Edgar Middle School,08840,METUCHEN,NJ,2,722.0,5.0,8.0
340999003400,Mildred B. Moss Elementary School,08840,METUCHEN,NJ,1,122.0,-1.0,0.0
341002000033,Middle Township Elementary #2,08210,CAPE MAY COURT HOUSE,NJ,1,558.0,3.0,5.0
341002001732,Middle Township High School,08210,CAPE MAY COURT HOUSE,NJ,3,759.0,9.0,12.0
341002001734,Middle Township Elementary #1,08210,CAPE MAY COURT HOUSE,NJ,1,670.0,-1.0,2.0
341002001738,Middle Township Elementary #4,08210,CAPE MAY COURT HOUSE,NJ,2,557.0,6.0,8.0
341005003404,Middlesex High School,08846,MIDDLESEX,NJ,3,623.0,9.0,12.0
341005003406,Hazelwood Elementary School,08846,MIDDLESEX,NJ,1,224.0,-1.0,3.0
341005003408,Parker Elementary School,08846,MIDDLESEX,NJ,1,195.0,0.0,3.0
341005003412,Von E. Mauger Middle School,08846,MIDDLESEX,NJ,2,767.0,4.0,8.0
341005003414,Watchung Elementary School,08846,MIDDLESEX,NJ,1,268.0,0.0,3.0
341008000395,Middlesex County Voc Academy Math Science &Engineering Techn,08837,EDISON,NJ,3,167.0,9.0,12.0
341008003176,Middlesex Co Voc School East Bruns. School of Career Develop,08816,East Brunswick,NJ,3,283.0,9.0,12.0
341008003420,Middlesex County Vocational School  East  Brunswick,08816,EAST BRUNSWICK,NJ,3,452.0,9.0,12.0
341008003424,Middlesex County Vocational School Perth Amboy,08861,PERTH AMBOY,NJ,3,283.0,9.0,12.0
341008003426,Middlesex County Vocational School Piscataway,08854,PISCATAWAY,NJ,3,611.0,9.0,12.0
341008003428,Middlesex County Voc Acad Allied Health & Biomedical Science,07095,WOODBRIDGE,NJ,3,271.0,9.0,12.0
341011003976,Middletown High School North,07748,MIDDLETOWN,NJ,3,1426.0,9.0,12.0
341011003978,Middletown High School South,07748,MIDDLETOWN,NJ,3,1605.0,9.0,12.0
341011003980,Bayshore Middle School,07737,LEONARDO,NJ,2,623.0,6.0,8.0
341011003982,Thompson Middle School,07748,MIDDLETOWN,NJ,2,978.0,6.0,8.0
341011003984,Thorne Middle School,07758,PORT MONMOUTH,NJ,2,685.0,6.0,8.0
341011003986,Bayview Elementary School,07718,BELFORD,NJ,1,370.0,0.0,5.0
341011003988,Ocean Avenue Elementary School,07748,NORTH MIDDLETOWN,NJ,1,282.0,-1.0,5.0
341011003990,Fairview Elementary School,07701,RED BANK,NJ,1,289.0,0.0,5.0
341011003992,Harmony Elementary School,07748,NEW MONMOUTH,NJ,1,531.0,-1.0,5.0
341011003994,Leonardo Elementary School,07737,LEONARDO,NJ,1,285.0,0.0,5.0
341011003996,Lincroft Elementary School,07738,LINCROFT,NJ,1,456.0,0.0,5.0
341011003998,Middletown Village Elementary School,07748,MIDDLETOWN,NJ,1,393.0,0.0,5.0
341011004000,Navesink Elementary School,07716,ATLANTIC HIGHLANDS,NJ,1,236.0,0.0,5.0
341011004002,New Monmouth Elementary School,07748,MIDDLETOWN,NJ,1,359.0,-1.0,5.0
341011004004,Nut Swamp Elementary School,07748,MIDDLETOWN,NJ,1,557.0,0.0,5.0
341011004006,Port Monmouth Elementary School,07758,PORT MONMOUTH,NJ,1,195.0,0.0,5.0
341011004008,River Plaza Elementary School,07701,RED BANK,NJ,1,272.0,0.0,5.0
341014000608,Midland Park Jr./Sr. High School,07432,MIDLAND PARK,NJ,3,364.0,7.0,12.0
341014000612,Highland Elementary School,07432,MIDLAND PARK,NJ,1,271.0,3.0,6.0
341014003209,Godwin Elementary School,07432,Midland Park,NJ,1,254.0,-1.0,2.0
341017003020,Milford Public School,08848,MILFORD,NJ,1,60.0,-1.0,8.0
341020000230,South Mountain School,07041,MILLBURN,NJ,1,293.0,-1.0,4.0
341020002148,Millburn High School,07041,MILLBURN,NJ,3,1380.0,9.0,12.0
341020002150,Millburn Middle School,07041,MILLBURN,NJ,2,1186.0,6.0,8.0
341020002152,Deerfield School,07078,SHORT HILLS,NJ,1,423.0,0.0,4.0
341020002154,Glenwood School,07078,SHORT HILLS,NJ,1,364.0,0.0,4.0
341020002156,Hartshorn School,07078,SHORT HILLS,NJ,1,397.0,0.0,4.0
341020002162,Wyoming School,07041,MILLBURN,NJ,1,331.0,0.0,4.0
341020003402,Washington School,07041,Millburn,NJ,2,388.0,5.0,5.0
341023000159,Millstone Township Elementary School,08510,CLARKSBURG,NJ,1,331.0,3.0,5.0
341023002931,Millstone Township Primary School,08510,MILLSTONE TOWNSHIP,NJ,1,396.0,-1.0,2.0
341023004014,Millstone Township Middle School,08535,Millstone Township,NJ,2,368.0,6.0,8.0
341029003432,Joyce Kilmer School,08850,Milltown,NJ,2,431.0,4.0,8.0
341029003434,Parkview  School,08850,MILLTOWN,NJ,1,365.0,-1.0,3.0
341032000061,Silver Run Elementary School,08332,MILLVILLE,NJ,1,484.0,0.0,5.0
341032000271,Lakeside Middle School,08332,MILLVILLE,NJ,2,1032.0,6.0,8.0
341032001868,Millville Senior High School,08332,MILLVILLE,NJ,3,767.0,9.0,12.0
341032001870,Memorial High School,08332,MILLVILLE,NJ,3,816.0,9.0,12.0
341032001872,R. M. Bacon Elementary School,08332,MILLVILLE,NJ,1,291.0,0.0,5.0
341032001874,Child Family Center,08332,MILLVILLE,NJ,0,601.0,-1.0,-1.0
341032001878,Holly Heights Elementary School,08332,MILLVILLE,NJ,1,512.0,0.0,5.0
341032001880,Mount Pleasant Elementary School,08332,MILLVILLE,NJ,1,220.0,0.0,5.0
341032001882,Rieck Avenue Elementary School,08332,MILLVILLE,NJ,1,469.0,0.0,5.0
341035004326,Canfield Avenue School,07803,MINE HILL,NJ,1,335.0,-1.0,6.0
341038004018,Monmouth Beach Elementary School,07750,MONMOUTH BEACH,NJ,1,232.0,-1.0,8.0
341044004026,Monmouth Regional High School,07724,TINTON FALLS,NJ,3,933.0,9.0,12.0
341047000183,Williamstown Middle School,08094,WILLIAMSTOWN,NJ,2,1881.0,5.0,8.0
341047000397,Oak Knoll Elementary School,08094,WILLIAMSTOWN,NJ,1,530.0,-1.0,4.0
341047002594,Willliamstown High School,08094,WILLIAMSTOWN,NJ,3,1776.0,9.0,12.0
341047002596,Holly Glen Elementary School,08094,WILLIAMSTOWN,NJ,1,445.0,-1.0,4.0
341047002600,Whitehall Elementary School,08094,WILLIAMSTOWN,NJ,1,357.0,-1.0,4.0
341047005938,Radix Elementary,08094,WILLIAMSTOWN,NJ,1,676.0,-1.0,4.0
341050002982,Oak Tree Elementary School,08831,MONROE TOWNSHIP,NJ,1,709.0,-1.0,3.0
341050003229,Applegarth Elementary School,08831,Monroe Twp,NJ,1,428.0,4.0,5.0
341050003438,Monroe Township High School,08831,MONROE TOWNSHIP,NJ,3,2390.0,9.0,12.0
341050003440,Barclay Brook School,08831,MONROE TWP,NJ,1,307.0,-1.0,2.0
341050003442,Monroe Township Middle School,08831,MONROE TOWNSHIP,NJ,2,1775.0,6.0,8.0
341050003444,Woodland School,08831,Monroe Township,NJ,1,307.0,4.0,5.0
341050003446,Mill Lake,08831,MONROE TWP,NJ,1,518.0,-1.0,3.0
341050006096,Brookside Elementary School,08831,MONROE TOWNSHIP,NJ,1,417.0,3.0,5.0
